,Circle,Police Station,Event Type,Create Date/Time
191,C1,PS1,Dispute,19-04-2021 18:44
193,C1,PS1,Corona,20-04-2021 05:26
194,C1,PS1,Threat In Person,20-04-2021 06:10
195,C1,PS1,Dispute,20-04-2021 10:02
196,C1,PS1,Corona,20-04-2021 11:54
197,C1,PS1,Animals Related,20-04-2021 14:50
198,C1,PS1,Dispute,20-04-2021 14:54
200,C1,PS1,Domestic Violence,20-04-2021 19:39
202,C1,PS1,Dispute,20-04-2021 20:32
203,C1,PS1,Dispute,20-04-2021 22:37
204,C1,PS1,Dispute,20-04-2021 22:52
205,C1,PS1,Dispute,21-04-2021 00:27
206,C1,PS1,Threat In Person,21-04-2021 06:41
207,C1,PS1,Corona,21-04-2021 09:16
208,C1,PS1,Theft,21-04-2021 09:24
209,C1,PS1,Dispute,21-04-2021 17:21
210,C1,PS1,Domestic Violence,21-04-2021 18:01
211,C1,PS1,Dispute,21-04-2021 21:46
212,C1,PS1,Dispute,22-04-2021 01:08
213,C1,PS1,Corona,22-04-2021 09:09
214,C1,PS1,Corona,22-04-2021 09:17
215,C1,PS1,Dispute,22-04-2021 14:14
216,C1,PS1,Threat In Person,22-04-2021 22:03
217,C1,PS1,Cyber Crimes,23-04-2021 13:53
218,C1,PS1,Crime On Phone Mobile Social Media Internet,23-04-2021 17:11
219,C1,PS1,Dispute,23-04-2021 18:21
220,C1,PS1,Child Crime(Sexual Abuse),23-04-2021 19:46
221,C1,PS1,Dispute,23-04-2021 20:15
222,C1,PS1,Dispute,23-04-2021 21:03
224,C1,PS1,Crime On Phone Mobile Social Media Internet,24-04-2021 07:43
225,C1,PS1,Corona,24-04-2021 13:36
226,C1,PS1,Dispute,24-04-2021 16:41
227,C1,PS1,Dispute,25-04-2021 00:45
228,C1,PS1,Found Deadbody,25-04-2021 09:08
229,C1,PS1,Corona,25-04-2021 10:17
230,C1,PS1,Threat In Person,26-04-2021 01:20
231,C1,PS1,Suspicious Object Information,26-04-2021 07:33
232,C1,PS1,Threat On Phone Email Social Media,26-04-2021 12:18
233,C1,PS1,Dacoity,26-04-2021 14:38
235,C1,PS1,Theft,26-04-2021 22:06
236,C1,PS1,Domestic Violence,27-04-2021 08:33
237,C1,PS1,Threat In Person,27-04-2021 08:58
238,C1,PS1,Dispute,27-04-2021 09:08
239,C1,PS1,Domestic Violence,27-04-2021 13:20
240,C1,PS1,Theft,27-04-2021 15:15
241,C1,PS1,Domestic Violence,27-04-2021 18:23
242,C1,PS1,Domestic Violence,27-04-2021 18:33
243,C1,PS1,Domestic Violence,27-04-2021 20:38
244,C1,PS1,Dispute,27-04-2021 21:44
245,C1,PS1,Dispute,27-04-2021 22:12
246,C1,PS1,Domestic Violence,28-04-2021 13:36
247,C1,PS1,Information Against Police,28-04-2021 13:37
249,C1,PS1,Dispute,28-04-2021 18:47
250,C1,PS1,Dispute,28-04-2021 20:10
251,C1,PS1,Threat In Person,28-04-2021 23:03
252,C1,PS1,Theft,29-04-2021 04:32
253,C1,PS1,Found Deadbody,29-04-2021 07:10
254,C1,PS1,Attempted Murder,29-04-2021 22:49
255,C1,PS1,Dispute,30-04-2021 10:44
256,C1,PS1,Theft,30-04-2021 17:13
257,C1,PS1,Dispute,30-04-2021 18:34
258,C1,PS1,Threat In Person,30-04-2021 21:32
259,C1,PS1,Crime On Phone Mobile Social Media Internet,30-04-2021 22:00
260,C1,PS1,Suspicious Person Information,30-04-2021 23:26
261,C1,PS1,Theft,01-05-2021 06:00
262,C1,PS1,Crime On Phone Mobile Social Media Internet,01-05-2021 12:12
263,C1,PS1,Domestic Violence,01-05-2021 12:29
264,C1,PS1,Dispute,01-05-2021 13:38
265,C1,PS1,Dispute,01-05-2021 14:15
266,C1,PS1,Domestic Violence,01-05-2021 14:25
267,C1,PS1,Domestic Violence,01-05-2021 16:34
268,C1,PS1,Dispute,01-05-2021 19:19
269,C1,PS1,Threat In Person,01-05-2021 20:11
270,C1,PS1,Dispute,01-05-2021 20:28
271,C1,PS1,Domestic Violence,01-05-2021 20:59
272,C1,PS1,Female Sexual Harrassment,01-05-2021 22:35
273,C1,PS1,Illegal Mining,02-05-2021 03:36
274,C1,PS1,Theft,02-05-2021 07:20
278,C1,PS1,Dispute,03-05-2021 16:56
280,C1,PS1,Attempted Murder,03-05-2021 21:04
281,C1,PS1,Missing,03-05-2021 22:10
282,C1,PS1,Corona,04-05-2021 08:40
283,C1,PS1,Domestic Violence,04-05-2021 21:24
284,C1,PS1,Domestic Violence,04-05-2021 22:10
285,C1,PS1,Found Deadbody,05-05-2021 13:19
286,C1,PS1,Dispute,05-05-2021 20:46
287,C1,PS1,Dispute,05-05-2021 23:33
288,C1,PS1,Dispute,06-05-2021 01:49
289,C1,PS1,Dispute,06-05-2021 02:43
290,C1,PS1,Dispute,06-05-2021 09:25
291,C1,PS1,Corona,06-05-2021 17:05
293,C1,PS1,Dispute,06-05-2021 19:37
294,C1,PS1,Robbery,06-05-2021 20:37
295,C1,PS1,Dispute,07-05-2021 10:47
296,C1,PS1,Threat In Person,07-05-2021 14:26
297,C1,PS1,Dispute,07-05-2021 14:35
298,C1,PS1,Information Against Police,07-05-2021 14:36
301,C1,PS1,Corona,07-05-2021 17:18
302,C1,PS1,Dispute,08-05-2021 19:39
303,C1,PS1,Theft,08-05-2021 20:26
304,C1,PS1,Corona,09-05-2021 07:42
305,C1,PS1,Missing,09-05-2021 14:20
306,C1,PS1,Corona,09-05-2021 19:54
307,C1,PS1,Dispute,10-05-2021 16:19
309,C1,PS1,Domestic Violence,10-05-2021 19:35
310,C1,PS1,Threat In Person,11-05-2021 17:22
312,C1,PS1,Domestic Violence,13-05-2021 05:16
313,C1,PS1,Dispute,13-05-2021 07:29
314,C1,PS1,Dispute,13-05-2021 12:13
316,C1,PS1,Dispute,13-05-2021 17:10
317,C1,PS1,Dispute,13-05-2021 18:37
318,C1,PS1,Theft,13-05-2021 19:27
320,C1,PS1,Dispute,13-05-2021 22:14
321,C1,PS1,Suspicious Person Information,14-05-2021 02:53
322,C1,PS1,Threat In Person,14-05-2021 07:54
324,C1,PS1,Female Harrassment,14-05-2021 13:17
325,C1,PS1,Dispute,14-05-2021 14:10
326,C1,PS1,Dispute,14-05-2021 15:32
327,C1,PS1,Dispute,14-05-2021 16:30
329,C1,PS1,Threat In Person,14-05-2021 17:28
330,C1,PS1,Kidnap,14-05-2021 21:44
331,C1,PS1,Animals Related,14-05-2021 21:58
332,C1,PS1,Dispute,14-05-2021 22:33
333,C1,PS1,Theft,14-05-2021 22:36
334,C1,PS1,Animals Related,14-05-2021 22:51
335,C1,PS1,Theft,15-05-2021 13:35
336,C1,PS1,Information Against Police,15-05-2021 16:50
337,C1,PS1,Dispute,15-05-2021 16:51
338,C1,PS1,Dispute,15-05-2021 19:38
340,C1,PS1,Crime On Phone Mobile Social Media Internet,15-05-2021 23:39
341,C1,PS1,Animals Related,15-05-2021 23:44
342,C1,PS1,Domestic Violence,16-05-2021 05:01
343,C1,PS1,Dispute,16-05-2021 08:15
344,C1,PS1,Threat In Person,16-05-2021 13:40
346,C1,PS1,Dispute,16-05-2021 17:57
347,C1,PS1,Dispute,16-05-2021 19:31
348,C1,PS1,Excise Act Offenses,16-05-2021 20:04
349,C1,PS1,Domestic Violence,16-05-2021 20:27
350,C1,PS1,Female Sexual Harrassment,16-05-2021 20:33
351,C1,PS1,Domestic Violence,17-05-2021 07:44
352,C1,PS1,Domestic Violence,17-05-2021 10:47
353,C1,PS1,Domestic Violence,17-05-2021 11:35
354,C1,PS1,Theft,17-05-2021 11:39
356,C1,PS1,Property Disputes,17-05-2021 15:23
357,C1,PS1,Dispute,17-05-2021 16:11
359,C1,PS1,Found Deadbody,17-05-2021 18:53
360,C1,PS1,Accident,17-05-2021 19:03
361,C1,PS1,Domestic Violence,17-05-2021 22:25
362,C1,PS1,Domestic Violence,17-05-2021 23:50
364,C1,PS1,Corona,18-05-2021 14:15
365,C1,PS1,Dispute,18-05-2021 18:36
366,C1,PS1,Domestic Violence,19-05-2021 00:19
367,C1,PS1,Domestic Violence,19-05-2021 02:03
368,C1,PS1,Dispute,19-05-2021 05:59
369,C1,PS1,Corona,19-05-2021 14:37
370,C1,PS1,Crime On Phone Mobile Social Media Internet,19-05-2021 15:41
371,C1,PS1,Domestic Violence,19-05-2021 17:50
372,C1,PS1,Cyber Crimes,19-05-2021 19:53
373,C1,PS1,Domestic Violence,19-05-2021 22:01
374,C1,PS1,Dispute,19-05-2021 22:22
375,C1,PS1,Dispute,20-05-2021 08:54
376,C1,PS1,Dispute,20-05-2021 08:56
377,C1,PS1,Corona,20-05-2021 09:20
378,C1,PS1,Crime On Phone Mobile Social Media Internet,20-05-2021 12:51
379,C1,PS1,Dispute,20-05-2021 15:03
380,C1,PS1,Dispute,20-05-2021 16:53
381,C1,PS1,Dispute,20-05-2021 17:29
382,C1,PS1,Threat In Person,20-05-2021 21:10
383,C1,PS1,Threat In Person,20-05-2021 22:23
384,C1,PS1,Dispute,21-05-2021 00:48
385,C1,PS1,Threat In Person,21-05-2021 15:04
386,C1,PS1,Missing,21-05-2021 18:01
387,C1,PS1,Corona,21-05-2021 19:36
390,C1,PS1,Dispute,22-05-2021 09:30
391,C1,PS1,Threat In Person,22-05-2021 10:26
392,C1,PS1,Dispute,22-05-2021 12:33
393,C1,PS1,Corona,22-05-2021 17:12
395,C1,PS1,Property Disputes,22-05-2021 19:08
397,C1,PS1,Threat In Person,22-05-2021 20:29
398,C1,PS1,Missing,22-05-2021 21:18
399,C1,PS1,Kidnap,22-05-2021 22:30
400,C1,PS1,Corona,22-05-2021 22:35
401,C1,PS1,Threat In Person,22-05-2021 22:36
402,C1,PS1,Dispute,22-05-2021 22:47
403,C1,PS1,Domestic Violence,22-05-2021 22:58
404,C1,PS1,Missing,23-05-2021 02:56
405,C1,PS1,Animals Related,23-05-2021 12:20
407,C1,PS1,Female Sexual Harrassment,23-05-2021 16:15
408,C1,PS1,Threat In Person,23-05-2021 16:39
409,C1,PS1,Dacoity,23-05-2021 16:45
410,C1,PS1,Corona,23-05-2021 18:56
411,C1,PS1,Dispute,23-05-2021 20:11
412,C1,PS1,Dispute,23-05-2021 21:38
413,C1,PS1,Dispute,24-05-2021 08:16
414,C1,PS1,Theft,24-05-2021 09:23
415,C1,PS1,Robbery,24-05-2021 11:31
416,C1,PS1,Domestic Violence,24-05-2021 15:12
417,C1,PS1,Property Disputes,24-05-2021 16:04
419,C1,PS1,Corona,24-05-2021 18:43
420,C1,PS1,Corona,24-05-2021 18:55
422,C1,PS1,Dispute,24-05-2021 19:38
423,C1,PS1,Property Disputes,25-05-2021 07:52
425,C1,PS1,Dispute,25-05-2021 21:38
426,C1,PS1,Threat In Person,25-05-2021 23:37
427,C1,PS1,Dispute,26-05-2021 09:33
428,C1,PS1,Domestic Violence,26-05-2021 15:13
429,C1,PS1,Dispute,26-05-2021 16:22
430,C1,PS1,Ndps Act Offenses,26-05-2021 20:25
431,C1,PS1,Theft,26-05-2021 21:05
432,C1,PS1,Female Sexual Harrassment,26-05-2021 21:08
433,C1,PS1,Dispute,26-05-2021 21:40
434,C1,PS1,Dispute,26-05-2021 23:02
435,C1,PS1,Dispute,26-05-2021 23:43
436,C1,PS1,Domestic Violence,27-05-2021 09:12
437,C1,PS1,Kidnap,27-05-2021 14:27
438,C1,PS1,Threat In Person,27-05-2021 15:42
439,C1,PS1,Domestic Violence,27-05-2021 18:05
440,C1,PS1,Domestic Violence,27-05-2021 18:37
441,C1,PS1,Dispute,27-05-2021 19:39
442,C1,PS1,Police Help Required By 108,27-05-2021 21:03
443,C1,PS1,Dispute,27-05-2021 22:02
444,C1,PS1,Domestic Violence,27-05-2021 22:42
445,C1,PS1,Threat In Person,28-05-2021 09:32
446,C1,PS1,Missing,28-05-2021 11:00
447,C1,PS1,Dispute,28-05-2021 11:46
448,C1,PS1,Animals Related,28-05-2021 18:42
449,C1,PS1,Dispute,29-05-2021 14:51
450,C1,PS1,Domestic Violence,29-05-2021 16:41
451,C1,PS1,Threat In Person,29-05-2021 17:10
453,C1,PS1,Missing,29-05-2021 18:00
454,C1,PS1,Threat In Person,29-05-2021 18:30
455,C1,PS1,Dispute,29-05-2021 19:15
456,C1,PS1,Excise Act Offenses,29-05-2021 21:55
457,C1,PS1,Dispute,29-05-2021 22:16
458,C1,PS1,Domestic Violence,29-05-2021 22:49
459,C1,PS1,Escort For Safety,30-05-2021 02:16
460,C1,PS1,Dispute,30-05-2021 05:32
461,C1,PS1,Animals Related,30-05-2021 10:49
462,C1,PS1,Theft,30-05-2021 16:13
463,C1,PS1,Dispute,30-05-2021 17:21
465,C1,PS1,Corona,30-05-2021 19:14
466,C1,PS1,Theft,30-05-2021 19:42
467,C1,PS1,Dispute,30-05-2021 20:22
468,C1,PS1,Threat In Person,30-05-2021 22:18
469,C1,PS1,Dispute,31-05-2021 05:59
471,C1,PS1,Threat In Person,31-05-2021 10:23
472,C1,PS1,Dispute,31-05-2021 10:38
475,C1,PS1,Threat In Person,31-05-2021 17:56
477,C1,PS1,Dispute,31-05-2021 21:29
478,C1,PS1,Dispute,31-05-2021 22:52
479,C1,PS1,Theft,01-06-2021 07:21
480,C1,PS1,Theft,01-06-2021 12:21
481,C1,PS1,Theft,01-06-2021 12:28
482,C1,PS1,Domestic Violence,01-06-2021 16:47
483,C1,PS1,Domestic Violence,01-06-2021 17:02
484,C1,PS1,Corona,01-06-2021 18:26
485,C1,PS1,Domestic Violence,01-06-2021 19:55
487,C1,PS1,Dispute,01-06-2021 21:56
488,C1,PS1,Domestic Violence,01-06-2021 23:03
489,C1,PS1,Dispute,02-06-2021 00:39
490,C1,PS1,Domestic Violence,02-06-2021 09:12
491,C1,PS1,Domestic Violence,02-06-2021 11:12
492,C1,PS1,Property Disputes,02-06-2021 11:45
493,C1,PS1,Dispute,02-06-2021 14:06
495,C1,PS1,Domestic Violence,02-06-2021 17:34
496,C1,PS1,Domestic Violence,02-06-2021 17:36
497,C1,PS1,Theft,02-06-2021 21:43
498,C1,PS1,Missing,03-06-2021 12:49
499,C1,PS1,Dispute,03-06-2021 13:56
500,C1,PS1,Threat In Person,03-06-2021 16:48
501,C1,PS1,Domestic Violence,03-06-2021 19:01
502,C1,PS1,Traffic Jam,03-06-2021 19:25
503,C1,PS1,Threat In Person,03-06-2021 20:20
504,C1,PS1,Domestic Violence,03-06-2021 21:50
505,C1,PS1,Crime On Phone Mobile Social Media Internet,03-06-2021 23:54
506,C1,PS1,Domestic Violence,04-06-2021 00:15
507,C1,PS1,Theft,04-06-2021 05:30
508,C1,PS1,Domestic Violence,04-06-2021 07:23
509,C1,PS1,Domestic Violence,04-06-2021 12:40
510,C1,PS1,Dispute,04-06-2021 20:24
511,C1,PS1,Threat In Person,04-06-2021 21:43
512,C1,PS1,Missing,04-06-2021 22:29
513,C1,PS1,Threat In Person,04-06-2021 22:48
514,C1,PS1,Dispute,05-06-2021 10:13
515,C1,PS1,Crime On Phone Mobile Social Media Internet,05-06-2021 14:01
516,C1,PS1,Female Harrassment,05-06-2021 18:29
517,C1,PS1,Domestic Violence,05-06-2021 18:33
518,C1,PS1,Dispute,05-06-2021 20:06
519,C1,PS1,Dispute,05-06-2021 21:26
520,C1,PS1,Ndps Act Offenses,05-06-2021 23:12
521,C1,PS1,Differently Abled People,06-06-2021 12:22
522,C1,PS1,Female Sexual Harrassment,06-06-2021 12:34
525,C1,PS1,Domestic Violence,06-06-2021 22:33
526,C1,PS1,Animals Related,06-06-2021 23:03
527,C1,PS1,Animals Related,06-06-2021 23:36
528,C1,PS1,Dispute,07-06-2021 06:04
529,C1,PS1,Animals Related,07-06-2021 07:54
530,C1,PS1,Crime On Phone Mobile Social Media Internet,07-06-2021 16:12
531,C1,PS1,Domestic Violence,07-06-2021 16:38
532,C1,PS1,Threat In Person,07-06-2021 17:20
533,C1,PS1,Threat In Person,07-06-2021 22:09
534,C1,PS1,Domestic Violence,07-06-2021 22:16
535,C1,PS1,Theft,08-06-2021 05:21
536,C1,PS1,Domestic Violence,08-06-2021 06:10
537,C1,PS1,Property Disputes,08-06-2021 10:15
538,C1,PS1,Dispute,08-06-2021 11:02
539,C1,PS1,Corona,08-06-2021 13:02
540,C1,PS1,Threat In Person,08-06-2021 18:01
541,C1,PS1,Dispute,08-06-2021 18:08
542,C1,PS1,Domestic Violence,08-06-2021 18:53
543,C1,PS1,Theft,08-06-2021 19:11
544,C1,PS1,Dispute,08-06-2021 21:43
545,C1,PS1,Threat In Person,08-06-2021 22:46
546,C1,PS1,Domestic Violence,09-06-2021 14:27
547,C1,PS1,Dispute,09-06-2021 16:42
548,C1,PS1,Threat In Person,09-06-2021 17:10
549,C1,PS1,Dispute,09-06-2021 19:44
550,C1,PS1,Domestic Violence,09-06-2021 20:01
551,C1,PS1,Dispute,09-06-2021 21:00
552,C1,PS1,Theft,09-06-2021 21:23
553,C1,PS1,Threat In Person,09-06-2021 21:41
554,C1,PS1,Domestic Violence,10-06-2021 00:54
555,C1,PS1,Theft,10-06-2021 05:20
556,C1,PS1,Domestic Violence,10-06-2021 10:58
557,C1,PS1,Dispute,10-06-2021 18:28
558,C1,PS1,Dispute,10-06-2021 18:56
559,C1,PS1,Missing,10-06-2021 19:53
560,C1,PS1,Accident,10-06-2021 21:12
561,C1,PS1,Dispute,10-06-2021 21:19
562,C1,PS1,Domestic Violence,10-06-2021 21:29
563,C1,PS1,Theft,10-06-2021 22:27
564,C1,PS1,Dispute,10-06-2021 22:51
565,C1,PS1,Crime On Phone Mobile Social Media Internet,10-06-2021 23:12
566,C1,PS1,Found Deadbody,11-06-2021 06:22
567,C1,PS1,Robbery,11-06-2021 07:31
568,C1,PS1,Dispute,11-06-2021 15:49
569,C1,PS1,Domestic Violence,11-06-2021 18:26
570,C1,PS1,Dispute,11-06-2021 19:25
571,C1,PS1,Domestic Violence,11-06-2021 21:32
572,C1,PS1,Domestic Violence,11-06-2021 22:29
573,C1,PS1,Dispute,11-06-2021 22:42
575,C1,PS1,Threat In Person,12-06-2021 00:17
576,C1,PS1,Dispute,12-06-2021 04:11
577,C1,PS1,Theft,12-06-2021 11:40
578,C1,PS1,Dispute,12-06-2021 14:31
579,C1,PS1,Dispute,12-06-2021 16:53
580,C1,PS1,Dispute,12-06-2021 19:21
581,C1,PS1,Threat In Person,12-06-2021 22:13
582,C1,PS1,Domestic Violence,12-06-2021 23:08
583,C1,PS1,Domestic Violence,12-06-2021 23:10
584,C1,PS1,Theft,13-06-2021 04:43
585,C1,PS1,Dispute,13-06-2021 07:35
586,C1,PS1,Domestic Violence,13-06-2021 07:59
587,C1,PS1,Theft,13-06-2021 11:36
590,C1,PS1,Dispute,13-06-2021 19:30
592,C1,PS1,Threat In Person,14-06-2021 09:22
593,C1,PS1,Dispute,14-06-2021 11:10
594,C1,PS1,Animals Related,14-06-2021 12:12
595,C1,PS1,Dispute,14-06-2021 13:56
596,C1,PS1,Dispute,14-06-2021 14:09
