,Circle,Police Station,Event Type,Create Date/Time
74,C1,PS1,Crime On Phone Mobile Social Media Internet,2021-04-07 20:22:00
75,C1,PS1,Dispute,2021-04-07 22:55:00
76,C1,PS1,Threat In Person,2021-04-08 03:08:00
77,C1,PS1,Dispute,2021-04-08 10:12:00
78,C1,PS1,Threat In Person,2021-04-08 11:08:00
79,C1,PS1,Threat In Person,2021-04-08 15:40:00
80,C1,PS1,Domestic Violence,2021-04-08 21:16:00
81,C1,PS1,Dispute,2021-04-08 22:29:00
82,C1,PS1,Dispute,2021-04-09 14:40:00
83,C1,PS1,Threat In Person,2021-04-09 17:41:00
85,C1,PS1,Dispute,2021-04-09 18:06:00
86,C1,PS1,Information Against Police,2021-04-09 18:28:00
88,C1,PS1,Robbery,2021-04-09 21:05:00
89,C1,PS1,Theft,2021-04-09 21:28:00
90,C1,PS1,Dispute,2021-04-09 22:21:00
91,C1,PS1,Threat In Person,2021-04-10 00:06:00
93,C1,PS1,Dispute,2021-04-10 11:10:00
94,C1,PS1,Dispute,2021-04-10 16:26:00
95,C1,PS1,Information Against Police,2021-04-10 17:13:00
96,C1,PS1,Theft,2021-04-10 22:18:00
98,C1,PS1,Illegal Mining,2021-04-11 01:02:00
100,C1,PS1,Dispute,2021-04-11 10:32:00
101,C1,PS1,Dispute,2021-04-11 11:46:00
102,C1,PS1,Threat In Person,2021-04-11 14:10:00
103,C1,PS1,Dispute,2021-04-11 17:37:00
104,C1,PS1,Dispute,2021-04-11 18:17:00
105,C1,PS1,Dispute,2021-04-11 21:59:00
107,C1,PS1,Dispute,2021-04-12 00:11:00
108,C1,PS1,Dispute,2021-04-12 08:43:00
109,C1,PS1,Domestic Violence,2021-04-12 10:43:00
110,C1,PS1,Threat In Person,2021-04-12 12:18:00
111,C1,PS1,Threat In Person,2021-04-12 14:06:00
112,C1,PS1,Domestic Violence,2021-04-12 16:14:00
113,C1,PS1,Dispute,2021-04-12 17:02:00
114,C1,PS1,Dispute,2021-04-12 18:10:00
115,C1,PS1,Dispute,2021-04-12 19:53:00
116,C1,PS1,Dispute,2021-04-12 21:55:00
117,C1,PS1,Information Against Police,2021-04-12 22:17:00
118,C1,PS1,Dispute,2021-04-12 22:18:00
119,C1,PS1,Dispute,2021-04-12 23:20:00
120,C1,PS1,Information Against Police,2021-04-12 23:29:00
122,C1,PS1,Threat In Person,2021-04-13 08:01:00
123,C1,PS1,Threat In Person,2021-04-13 09:32:00
124,C1,PS1,Threat In Person,2021-04-13 10:26:00
125,C1,PS1,Dispute,2021-04-13 12:42:00
126,C1,PS1,Dispute,2021-04-13 13:08:00
127,C1,PS1,Dispute,2021-04-13 19:29:00
128,C1,PS1,Dispute,2021-04-13 19:32:00
130,C1,PS1,Dispute,2021-04-13 20:12:00
133,C1,PS1,Theft,2021-04-14 09:57:00
134,C1,PS1,Missing,2021-04-14 10:25:00
135,C1,PS1,Encroachment,2021-04-14 11:55:00
136,C1,PS1,Threat In Person,2021-04-14 13:01:00
137,C1,PS1,Crime On Phone Mobile Social Media Internet,2021-04-14 13:12:00
138,C1,PS1,Dispute,2021-04-14 15:13:00
139,C1,PS1,Female Sexual Harrassment,2021-04-14 16:37:00
142,C1,PS1,Dispute,2021-04-15 09:25:00
143,C1,PS1,Dispute,2021-04-15 11:51:00
144,C1,PS1,Domestic Violence,2021-04-15 13:57:00
145,C1,PS1,Domestic Violence,2021-04-15 13:59:00
146,C1,PS1,Dispute,2021-04-15 14:10:00
147,C1,PS1,Dispute,2021-04-15 16:47:00
148,C1,PS1,Information Against Other Government Departments,2021-04-15 21:16:00
150,C1,PS1,Dispute,2021-04-15 22:39:00
151,C1,PS1,Dispute,2021-04-16 09:24:00
152,C1,PS1,Theft,2021-04-16 13:35:00
153,C1,PS1,Threat In Person,2021-04-16 15:00:00
155,C1,PS1,Threat In Person,2021-04-16 17:40:00
156,C1,PS1,Dispute,2021-04-16 18:37:00
158,C1,PS1,Information Against Police,2021-04-16 19:37:00
159,C1,PS1,Threat In Person,2021-04-16 21:44:00
160,C1,PS1,Threat In Person,2021-04-16 21:50:00
161,C1,PS1,Dispute,2021-04-16 23:06:00
163,C1,PS1,Theft,2021-04-17 08:31:00
164,C1,PS1,Domestic Violence,2021-04-17 08:38:00
165,C1,PS1,Dispute,2021-04-17 08:39:00
166,C1,PS1,Domestic Violence,2021-04-17 10:14:00
167,C1,PS1,Dispute,2021-04-17 12:26:00
168,C1,PS1,Theft,2021-04-17 13:42:00
169,C1,PS1,Property Disputes,2021-04-17 14:33:00
170,C1,PS1,Dispute,2021-04-17 14:45:00
171,C1,PS1,Threat In Person,2021-04-17 15:44:00
172,C1,PS1,Dispute,2021-04-17 18:25:00
174,C1,PS1,Illegal Mining,2021-04-17 22:56:00
175,C1,PS1,Information Against Police,2021-04-17 22:57:00
176,C1,PS1,Dispute,2021-04-18 03:46:00
180,C1,PS1,Domestic Violence,2021-04-18 14:15:00
190,C1,PS1,Medium Fire,2021-04-19 15:31:00
191,C1,PS1,Dispute,2021-04-19 18:44:00
194,C1,PS1,Threat In Person,2021-04-20 06:10:00
195,C1,PS1,Dispute,2021-04-20 10:02:00
197,C1,PS1,Animals Related,2021-04-20 14:50:00
198,C1,PS1,Dispute,2021-04-20 14:54:00
200,C1,PS1,Domestic Violence,2021-04-20 19:39:00
202,C1,PS1,Dispute,2021-04-20 20:32:00
203,C1,PS1,Dispute,2021-04-20 22:37:00
204,C1,PS1,Dispute,2021-04-20 22:52:00
205,C1,PS1,Dispute,2021-04-21 00:27:00
206,C1,PS1,Threat In Person,2021-04-21 06:41:00
208,C1,PS1,Theft,2021-04-21 09:24:00
209,C1,PS1,Dispute,2021-04-21 17:21:00
210,C1,PS1,Domestic Violence,2021-04-21 18:01:00
211,C1,PS1,Dispute,2021-04-21 21:46:00
212,C1,PS1,Dispute,2021-04-22 01:08:00
215,C1,PS1,Dispute,2021-04-22 14:14:00
216,C1,PS1,Threat In Person,2021-04-22 22:03:00
217,C1,PS1,Cyber Crimes,2021-04-23 13:53:00
218,C1,PS1,Crime On Phone Mobile Social Media Internet,2021-04-23 17:11:00
219,C1,PS1,Dispute,2021-04-23 18:21:00
220,C1,PS1,Child Crime(Sexual Abuse),2021-04-23 19:46:00
221,C1,PS1,Dispute,2021-04-23 20:15:00
222,C1,PS1,Dispute,2021-04-23 21:03:00
224,C1,PS1,Crime On Phone Mobile Social Media Internet,2021-04-24 07:43:00
226,C1,PS1,Dispute,2021-04-24 16:41:00
227,C1,PS1,Dispute,2021-04-25 00:45:00
228,C1,PS1,Found Deadbody,2021-04-25 09:08:00
230,C1,PS1,Threat In Person,2021-04-26 01:20:00
231,C1,PS1,Suspicious Object Information,2021-04-26 07:33:00
232,C1,PS1,Threat On Phone Email Social Media,2021-04-26 12:18:00
233,C1,PS1,Dacoity,2021-04-26 14:38:00
235,C1,PS1,Theft,2021-04-26 22:06:00
236,C1,PS1,Domestic Violence,2021-04-27 08:33:00
237,C1,PS1,Threat In Person,2021-04-27 08:58:00
238,C1,PS1,Dispute,2021-04-27 09:08:00
239,C1,PS1,Domestic Violence,2021-04-27 13:20:00
240,C1,PS1,Theft,2021-04-27 15:15:00
241,C1,PS1,Domestic Violence,2021-04-27 18:23:00
242,C1,PS1,Domestic Violence,2021-04-27 18:33:00
243,C1,PS1,Domestic Violence,2021-04-27 20:38:00
244,C1,PS1,Dispute,2021-04-27 21:44:00
245,C1,PS1,Dispute,2021-04-27 22:12:00
246,C1,PS1,Domestic Violence,2021-04-28 13:36:00
247,C1,PS1,Information Against Police,2021-04-28 13:37:00
249,C1,PS1,Dispute,2021-04-28 18:47:00
250,C1,PS1,Dispute,2021-04-28 20:10:00
251,C1,PS1,Threat In Person,2021-04-28 23:03:00
252,C1,PS1,Theft,2021-04-29 04:32:00
253,C1,PS1,Found Deadbody,2021-04-29 07:10:00
254,C1,PS1,Attempted Murder,2021-04-29 22:49:00
255,C1,PS1,Dispute,2021-04-30 10:44:00
256,C1,PS1,Theft,2021-04-30 17:13:00
257,C1,PS1,Dispute,2021-04-30 18:34:00
258,C1,PS1,Threat In Person,2021-04-30 21:32:00
259,C1,PS1,Crime On Phone Mobile Social Media Internet,2021-04-30 22:00:00
260,C1,PS1,Suspicious Person Information,2021-04-30 23:26:00
261,C1,PS1,Theft,2021-05-01 06:00:32
262,C1,PS1,Crime On Phone Mobile Social Media Internet,2021-05-01 12:12:30
263,C1,PS1,Domestic Violence,2021-05-01 12:29:35
264,C1,PS1,Dispute,2021-05-01 13:38:44
265,C1,PS1,Dispute,2021-05-01 14:15:12
266,C1,PS1,Domestic Violence,2021-05-01 14:25:02
267,C1,PS1,Domestic Violence,2021-05-01 16:34:18
268,C1,PS1,Dispute,2021-05-01 19:19:57
269,C1,PS1,Threat In Person,2021-05-01 20:11:17
270,C1,PS1,Dispute,2021-05-01 20:28:40
271,C1,PS1,Domestic Violence,2021-05-01 20:59:45
272,C1,PS1,Female Sexual Harrassment,2021-05-01 22:35:33
273,C1,PS1,Illegal Mining,2021-05-02 03:36:53
274,C1,PS1,Theft,2021-05-02 07:20:11
278,C1,PS1,Dispute,2021-05-03 16:56:08
280,C1,PS1,Attempted Murder,2021-05-03 21:04:06
281,C1,PS1,Missing,2021-05-03 22:10:17
283,C1,PS1,Domestic Violence,2021-05-04 21:24:51
284,C1,PS1,Domestic Violence,2021-05-04 22:10:37
285,C1,PS1,Found Deadbody,2021-05-05 13:19:11
286,C1,PS1,Dispute,2021-05-05 20:46:08
287,C1,PS1,Dispute,2021-05-05 23:33:25
288,C1,PS1,Dispute,2021-05-06 01:49:16
289,C1,PS1,Dispute,2021-05-06 02:43:33
290,C1,PS1,Dispute,2021-05-06 09:25:55
293,C1,PS1,Dispute,2021-05-06 19:37:24
294,C1,PS1,Robbery,2021-05-06 20:37:39
295,C1,PS1,Dispute,2021-05-07 10:47:53
296,C1,PS1,Threat In Person,2021-05-07 14:26:58
297,C1,PS1,Dispute,2021-05-07 14:35:16
298,C1,PS1,Information Against Police,2021-05-07 14:36:34
302,C1,PS1,Dispute,2021-05-08 19:39:29
303,C1,PS1,Theft,2021-05-08 20:26:49
305,C1,PS1,Missing,2021-05-09 14:20:56
307,C1,PS1,Dispute,2021-05-10 16:19:41
309,C1,PS1,Domestic Violence,2021-05-10 19:35:47
310,C1,PS1,Threat In Person,2021-05-11 17:22:17
312,C1,PS1,Domestic Violence,2021-05-13 05:16:28
313,C1,PS1,Dispute,2021-05-13 07:29:14
314,C1,PS1,Dispute,2021-05-13 12:13:21
316,C1,PS1,Dispute,2021-05-13 17:10:53
317,C1,PS1,Dispute,2021-05-13 18:37:51
318,C1,PS1,Theft,2021-05-13 19:27:47
320,C1,PS1,Dispute,2021-05-13 22:14:10
321,C1,PS1,Suspicious Person Information,2021-05-14 02:53:27
322,C1,PS1,Threat In Person,2021-05-14 07:54:43
324,C1,PS1,Female Harrassment,2021-05-14 13:17:48
325,C1,PS1,Dispute,2021-05-14 14:10:53
326,C1,PS1,Dispute,2021-05-14 15:32:43
327,C1,PS1,Dispute,2021-05-14 16:30:22
329,C1,PS1,Threat In Person,2021-05-14 17:28:27
330,C1,PS1,Kidnap,2021-05-14 21:44:01
331,C1,PS1,Animals Related,2021-05-14 21:58:20
332,C1,PS1,Dispute,2021-05-14 22:33:16
333,C1,PS1,Theft,2021-05-14 22:36:21
334,C1,PS1,Animals Related,2021-05-14 22:51:09
335,C1,PS1,Theft,2021-05-15 13:35:31
336,C1,PS1,Information Against Police,2021-05-15 16:50:26
337,C1,PS1,Dispute,2021-05-15 16:51:38
338,C1,PS1,Dispute,2021-05-15 19:38:06
340,C1,PS1,Crime On Phone Mobile Social Media Internet,2021-05-15 23:39:26
341,C1,PS1,Animals Related,2021-05-15 23:44:35
342,C1,PS1,Domestic Violence,2021-05-16 05:01:42
343,C1,PS1,Dispute,2021-05-16 08:15:24
344,C1,PS1,Threat In Person,2021-05-16 13:40:26
346,C1,PS1,Dispute,2021-05-16 17:57:13
347,C1,PS1,Dispute,2021-05-16 19:31:46
348,C1,PS1,Excise Act Offenses,2021-05-16 20:04:21
349,C1,PS1,Domestic Violence,2021-05-16 20:27:47
350,C1,PS1,Female Sexual Harrassment,2021-05-16 20:33:22
351,C1,PS1,Domestic Violence,2021-05-17 07:44:07
352,C1,PS1,Domestic Violence,2021-05-17 10:47:50
353,C1,PS1,Domestic Violence,2021-05-17 11:35:29
354,C1,PS1,Theft,2021-05-17 11:39:13
356,C1,PS1,Property Disputes,2021-05-17 15:23:52
357,C1,PS1,Dispute,2021-05-17 16:11:09
359,C1,PS1,Found Deadbody,2021-05-17 18:53:13
360,C1,PS1,Accident,2021-05-17 19:03:53
361,C1,PS1,Domestic Violence,2021-05-17 22:25:50
362,C1,PS1,Domestic Violence,2021-05-17 23:50:43
365,C1,PS1,Dispute,2021-05-18 18:36:06
366,C1,PS1,Domestic Violence,2021-05-19 00:19:11
367,C1,PS1,Domestic Violence,2021-05-19 02:03:37
368,C1,PS1,Dispute,2021-05-19 05:59:04
370,C1,PS1,Crime On Phone Mobile Social Media Internet,2021-05-19 15:41:20
371,C1,PS1,Domestic Violence,2021-05-19 17:50:44
372,C1,PS1,Cyber Crimes,2021-05-19 19:53:31
373,C1,PS1,Domestic Violence,2021-05-19 22:01:22
374,C1,PS1,Dispute,2021-05-19 22:22:04
375,C1,PS1,Dispute,2021-05-20 08:54:11
376,C1,PS1,Dispute,2021-05-20 08:56:13
378,C1,PS1,Crime On Phone Mobile Social Media Internet,2021-05-20 12:51:03
379,C1,PS1,Dispute,2021-05-20 15:03:25
380,C1,PS1,Dispute,2021-05-20 16:53:56
381,C1,PS1,Dispute,2021-05-20 17:29:37
382,C1,PS1,Threat In Person,2021-05-20 21:10:30
383,C1,PS1,Threat In Person,2021-05-20 22:23:53
384,C1,PS1,Dispute,2021-05-21 00:48:38
385,C1,PS1,Threat In Person,2021-05-21 15:04:00
386,C1,PS1,Missing,2021-05-21 18:01:34
390,C1,PS1,Dispute,2021-05-22 09:30:08
391,C1,PS1,Threat In Person,2021-05-22 10:26:36
392,C1,PS1,Dispute,2021-05-22 12:33:34
395,C1,PS1,Property Disputes,2021-05-22 19:08:45
397,C1,PS1,Threat In Person,2021-05-22 20:29:22
398,C1,PS1,Missing,2021-05-22 21:18:52
399,C1,PS1,Kidnap,2021-05-22 22:30:37
401,C1,PS1,Threat In Person,2021-05-22 22:36:03
402,C1,PS1,Dispute,2021-05-22 22:47:55
403,C1,PS1,Domestic Violence,2021-05-22 22:58:09
404,C1,PS1,Missing,2021-05-23 02:56:49
405,C1,PS1,Animals Related,2021-05-23 12:20:58
407,C1,PS1,Female Sexual Harrassment,2021-05-23 16:15:35
408,C1,PS1,Threat In Person,2021-05-23 16:39:04
409,C1,PS1,Dacoity,2021-05-23 16:45:42
411,C1,PS1,Dispute,2021-05-23 20:11:35
412,C1,PS1,Dispute,2021-05-23 21:38:04
413,C1,PS1,Dispute,2021-05-24 08:16:23
414,C1,PS1,Theft,2021-05-24 09:23:20
415,C1,PS1,Robbery,2021-05-24 11:31:32
416,C1,PS1,Domestic Violence,2021-05-24 15:12:38
417,C1,PS1,Property Disputes,2021-05-24 16:04:39
422,C1,PS1,Dispute,2021-05-24 19:38:20
423,C1,PS1,Property Disputes,2021-05-25 07:52:49
425,C1,PS1,Dispute,2021-05-25 21:38:39
426,C1,PS1,Threat In Person,2021-05-25 23:37:23
427,C1,PS1,Dispute,2021-05-26 09:33:04
428,C1,PS1,Domestic Violence,2021-05-26 15:13:06
429,C1,PS1,Dispute,2021-05-26 16:22:46
430,C1,PS1,Ndps Act Offenses,2021-05-26 20:25:37
431,C1,PS1,Theft,2021-05-26 21:05:36
432,C1,PS1,Female Sexual Harrassment,2021-05-26 21:08:57
433,C1,PS1,Dispute,2021-05-26 21:40:30
434,C1,PS1,Dispute,2021-05-26 23:02:49
435,C1,PS1,Dispute,2021-05-26 23:43:26
436,C1,PS1,Domestic Violence,2021-05-27 09:12:29
437,C1,PS1,Kidnap,2021-05-27 14:27:19
438,C1,PS1,Threat In Person,2021-05-27 15:42:32
439,C1,PS1,Domestic Violence,2021-05-27 18:05:25
440,C1,PS1,Domestic Violence,2021-05-27 18:37:20
441,C1,PS1,Dispute,2021-05-27 19:39:58
442,C1,PS1,Police Help Required By 108,2021-05-27 21:03:44
443,C1,PS1,Dispute,2021-05-27 22:02:04
444,C1,PS1,Domestic Violence,2021-05-27 22:42:57
445,C1,PS1,Threat In Person,2021-05-28 09:32:41
446,C1,PS1,Missing,2021-05-28 11:00:17
447,C1,PS1,Dispute,2021-05-28 11:46:53
448,C1,PS1,Animals Related,2021-05-28 18:42:42
449,C1,PS1,Dispute,2021-05-29 14:51:08
450,C1,PS1,Domestic Violence,2021-05-29 16:41:39
451,C1,PS1,Threat In Person,2021-05-29 17:10:04
453,C1,PS1,Missing,2021-05-29 18:00:47
454,C1,PS1,Threat In Person,2021-05-29 18:30:48
455,C1,PS1,Dispute,2021-05-29 19:15:52
456,C1,PS1,Excise Act Offenses,2021-05-29 21:55:26
457,C1,PS1,Dispute,2021-05-29 22:16:08
458,C1,PS1,Domestic Violence,2021-05-29 22:49:16
459,C1,PS1,Escort For Safety,2021-05-30 02:16:18
460,C1,PS1,Dispute,2021-05-30 05:32:14
461,C1,PS1,Animals Related,2021-05-30 10:49:41
462,C1,PS1,Theft,2021-05-30 16:13:34
463,C1,PS1,Dispute,2021-05-30 17:21:12
466,C1,PS1,Theft,2021-05-30 19:42:37
467,C1,PS1,Dispute,2021-05-30 20:22:23
468,C1,PS1,Threat In Person,2021-05-30 22:18:03
469,C1,PS1,Dispute,2021-05-31 05:59:47
471,C1,PS1,Threat In Person,2021-05-31 10:23:41
472,C1,PS1,Dispute,2021-05-31 10:38:45
475,C1,PS1,Threat In Person,2021-05-31 17:56:37
477,C1,PS1,Dispute,2021-05-31 21:29:28
478,C1,PS1,Dispute,2021-05-31 22:52:30
479,C1,PS1,Theft,2021-06-01 07:21:24
480,C1,PS1,Theft,2021-06-01 12:21:19
481,C1,PS1,Theft,2021-06-01 12:28:38
482,C1,PS1,Domestic Violence,2021-06-01 16:47:47
483,C1,PS1,Domestic Violence,2021-06-01 17:02:57
485,C1,PS1,Domestic Violence,2021-06-01 19:55:21
487,C1,PS1,Dispute,2021-06-01 21:56:15
488,C1,PS1,Domestic Violence,2021-06-01 23:03:32
489,C1,PS1,Dispute,2021-06-02 00:39:25
490,C1,PS1,Domestic Violence,2021-06-02 09:12:56
491,C1,PS1,Domestic Violence,2021-06-02 11:12:22
492,C1,PS1,Property Disputes,2021-06-02 11:45:19
493,C1,PS1,Dispute,2021-06-02 14:06:37
495,C1,PS1,Domestic Violence,2021-06-02 17:34:28
496,C1,PS1,Domestic Violence,2021-06-02 17:36:24
497,C1,PS1,Theft,2021-06-02 21:43:53
498,C1,PS1,Missing,2021-06-03 12:49:25
499,C1,PS1,Dispute,2021-06-03 13:56:43
500,C1,PS1,Threat In Person,2021-06-03 16:48:37
501,C1,PS1,Domestic Violence,2021-06-03 19:01:19
502,C1,PS1,Traffic Jam,2021-06-03 19:25:20
503,C1,PS1,Threat In Person,2021-06-03 20:20:43
504,C1,PS1,Domestic Violence,2021-06-03 21:50:11
505,C1,PS1,Crime On Phone Mobile Social Media Internet,2021-06-03 23:54:08
506,C1,PS1,Domestic Violence,2021-06-04 00:15:36
507,C1,PS1,Theft,2021-06-04 05:30:05
508,C1,PS1,Domestic Violence,2021-06-04 07:23:25
509,C1,PS1,Domestic Violence,2021-06-04 12:40:48
510,C1,PS1,Dispute,2021-06-04 20:24:10
511,C1,PS1,Threat In Person,2021-06-04 21:43:34
512,C1,PS1,Missing,2021-06-04 22:29:54
513,C1,PS1,Threat In Person,2021-06-04 22:48:47
514,C1,PS1,Dispute,2021-06-05 10:13:50
515,C1,PS1,Crime On Phone Mobile Social Media Internet,2021-06-05 14:01:54
516,C1,PS1,Female Harrassment,2021-06-05 18:29:19
517,C1,PS1,Domestic Violence,2021-06-05 18:33:46
518,C1,PS1,Dispute,2021-06-05 20:06:46
519,C1,PS1,Dispute,2021-06-05 21:26:25
520,C1,PS1,Ndps Act Offenses,2021-06-05 23:12:06
521,C1,PS1,Differently Abled People,2021-06-06 12:22:59
522,C1,PS1,Female Sexual Harrassment,2021-06-06 12:34:30
525,C1,PS1,Domestic Violence,2021-06-06 22:33:48
526,C1,PS1,Animals Related,2021-06-06 23:03:14
527,C1,PS1,Animals Related,2021-06-06 23:36:14
528,C1,PS1,Dispute,2021-06-07 06:04:28
529,C1,PS1,Animals Related,2021-06-07 07:54:05
530,C1,PS1,Crime On Phone Mobile Social Media Internet,2021-06-07 16:12:32
531,C1,PS1,Domestic Violence,2021-06-07 16:38:39
532,C1,PS1,Threat In Person,2021-06-07 17:20:48
533,C1,PS1,Threat In Person,2021-06-07 22:09:25
534,C1,PS1,Domestic Violence,2021-06-07 22:16:51
535,C1,PS1,Theft,2021-06-08 05:21:27
536,C1,PS1,Domestic Violence,2021-06-08 06:10:32
537,C1,PS1,Property Disputes,2021-06-08 10:15:38
538,C1,PS1,Dispute,2021-06-08 11:02:07
540,C1,PS1,Threat In Person,2021-06-08 18:01:57
541,C1,PS1,Dispute,2021-06-08 18:08:05
542,C1,PS1,Domestic Violence,2021-06-08 18:53:42
543,C1,PS1,Theft,2021-06-08 19:11:36
544,C1,PS1,Dispute,2021-06-08 21:43:06
545,C1,PS1,Threat In Person,2021-06-08 22:46:55
546,C1,PS1,Domestic Violence,2021-06-09 14:27:47
547,C1,PS1,Dispute,2021-06-09 16:42:03
548,C1,PS1,Threat In Person,2021-06-09 17:10:52
549,C1,PS1,Dispute,2021-06-09 19:44:46
550,C1,PS1,Domestic Violence,2021-06-09 20:01:42
551,C1,PS1,Dispute,2021-06-09 21:00:32
552,C1,PS1,Theft,2021-06-09 21:23:57
553,C1,PS1,Threat In Person,2021-06-09 21:41:24
554,C1,PS1,Domestic Violence,2021-06-10 00:54:35
555,C1,PS1,Theft,2021-06-10 05:20:08
556,C1,PS1,Domestic Violence,2021-06-10 10:58:33
557,C1,PS1,Dispute,2021-06-10 18:28:39
558,C1,PS1,Dispute,2021-06-10 18:56:22
559,C1,PS1,Missing,2021-06-10 19:53:53
560,C1,PS1,Accident,2021-06-10 21:12:16
561,C1,PS1,Dispute,2021-06-10 21:19:43
562,C1,PS1,Domestic Violence,2021-06-10 21:29:32
563,C1,PS1,Theft,2021-06-10 22:27:53
564,C1,PS1,Dispute,2021-06-10 22:51:07
565,C1,PS1,Crime On Phone Mobile Social Media Internet,2021-06-10 23:12:18
566,C1,PS1,Found Deadbody,2021-06-11 06:22:24
567,C1,PS1,Robbery,2021-06-11 07:31:46
568,C1,PS1,Dispute,2021-06-11 15:49:37
569,C1,PS1,Domestic Violence,2021-06-11 18:26:46
570,C1,PS1,Dispute,2021-06-11 19:25:16
571,C1,PS1,Domestic Violence,2021-06-11 21:32:56
572,C1,PS1,Domestic Violence,2021-06-11 22:29:37
573,C1,PS1,Dispute,2021-06-11 22:42:04
575,C1,PS1,Threat In Person,2021-06-12 00:17:08
576,C1,PS1,Dispute,2021-06-12 04:11:07
577,C1,PS1,Theft,2021-06-12 11:40:57
578,C1,PS1,Dispute,2021-06-12 14:31:03
579,C1,PS1,Dispute,2021-06-12 16:53:15
580,C1,PS1,Dispute,2021-06-12 19:21:43
581,C1,PS1,Threat In Person,2021-06-12 22:13:05
582,C1,PS1,Domestic Violence,2021-06-12 23:08:43
583,C1,PS1,Domestic Violence,2021-06-12 23:10:23
584,C1,PS1,Theft,2021-06-13 04:43:48
585,C1,PS1,Dispute,2021-06-13 07:35:55
586,C1,PS1,Domestic Violence,2021-06-13 07:59:55
587,C1,PS1,Theft,2021-06-13 11:36:29
590,C1,PS1,Dispute,2021-06-13 19:30:55
592,C1,PS1,Threat In Person,2021-06-14 09:22:54
